,Unnamed: 0,LMPType,Facility ID,Temperature Req,Generator,Modules,Facility Demand,Profit,Annualized Capital Cost,Fixed Cost,Variable Cost,Fuel Cost,Start-Up Cost,Electric Wholesale Revenues,Industry,NGBE_Cost,Energy Breakeven Price [$/GJ]
591,3,ERCOT_2020_HubAVG.csv,1007819,233,Microreactor,2,22.24415059,-14304445,-11772577.42,-3542022,0,0,-6700,1016854.419,Ethyl Alcohol,17.3255316,20.39147207
596,3,ERCOT_2020_HubAVG.csv,1010607,450,Microreactor,2,23.88470841,-14397536.46,-11772577.42,-3542022,0,0,-6700,923762.9545,Ethyl Alcohol,14.60139044,19.11444253
601,3,ERCOT_2020_HubAVG.csv,1010607,233,Microreactor,1,10.84336455,-7132780.825,-5886288.708,-1771011,0,0,-3350,527868.8833,Ethyl Alcohol,17.72254973,20.85874685
611,4,ERCOT_2020_HubAVG.csv,1002076,220,PBR-HTGR,1,15.38744683,-33618589.69,-29455942.21,-8000000,0,-8447393.667,-40000,12324746.19,Petrochemicals,59.2191684,69.27975107
620,3,ERCOT_2020_HubAVG.csv,1002613,220,Microreactor,1,11.18391086,-7146164.404,-5886288.708,-1771011,0,0,-3350,514485.3048,Petrochemicals,17.31923422,20.26155158
630,4,ERCOT_2020_HubAVG.csv,1005198,220,PBR-HTGR,1,107.8668676,-40193878.73,-29455942.21,-8000000,0,-8524946.786,-40000,5827010.267,Petrochemicals,10.09999665,11.81585748
639,3,ERCOT_2020_HubAVG.csv,1004829,220,Microreactor,1,12.47345761,-7222545.433,-5886288.708,-1771011,0,0,-3350,438104.2752,Petrochemicals,15.69469231,18.36102069
649,3,ERCOT_2020_HubAVG.csv,1001870,220,Microreactor,1,14.18102639,-7328669.597,-5886288.708,-1771011,0,0,-3350,331980.1117,Petrochemicals,14.00770078,16.38743078
659,3,ERCOT_2020_HubAVG.csv,1005675,220,Microreactor,1,9.10069706,-7022812.337,-5886288.708,-1771011,0,0,-3350,637837.3713,Petrochemicals,20.91634441,24.469765
669,3,ERCOT_2020_HubAVG.csv,1006797,220,Microreactor,1,9.826788865,-7065805.52,-5886288.708,-1771011,0,0,-3350,594844.1881,Petrochemicals,19.48944328,22.80045153
679,3,ERCOT_2020_HubAVG.csv,1006967,220,Microreactor,2,26.53005634,-14538855.5,-11772577.42,-3542022,0,0,-6700,782443.9191,Petrochemicals,14.85393184,17.37742573
690,4,ERCOT_2020_HubAVG.csv,1004880,220,PBR-HTGR,3,424.8654662,-127855638.5,-88367826.63,-24000000,0,-26274733.45,-120000,10906921.55,Petrochemicals,8.156762781,9.542492916
701,1,ERCOT_2020_HubAVG.csv,1007542,600,HTGR,3,932.8842183,-425982544.3,-297363829,-80688000,0,-55633136.31,-246000,7948420.942,Petroleum Refineries,10.20259182,14.47962952
705,0,ERCOT_2020_HubAVG.csv,1007936,220,iPWR,4,588.4861227,-177432183.2,-137382585.4,-35420000,-2109837.282,-23659979.02,-231000,21371218.44,Petroleum Refineries,8.172323492,9.560697194
710,1,ERCOT_2020_HubAVG.csv,1007936,600,HTGR,1,38.21295269,-119121782.1,-99121276.32,-26896000,0,-16932152.25,-82000,23909646.45,Petroleum Refineries,69.65094934,98.84938655
