,Unnamed: 0,LMPType,Facility ID,Temperature Req,Generator,Modules,Facility Demand,Profit,Annualized Capital Cost,Fixed Cost,Variable Cost,Fuel Cost,Start-Up Cost,Electric Wholesale Revenues,Industry,NGBE_Cost,Energy Breakeven Price [$/GJ]
412,4,ERCOT_2020_HubAVG.csv,1006264,260,PBR-HTGR,1,85.40568886,-43017564.9,-29455942.21,-8000000,0,-5521622.692,-40000,0,Plastics Materials and Resins,13.39991599,15.97174677
417,4,ERCOT_2020_HubAVG.csv,1006264,291,PBR-HTGR,1,2.407492321,-41193082.69,-29455942.21,-8000000,0,-3697140.48,-40000,0,Plastics Materials and Resins,448.5535328,542.5662512
421,3,ERCOT_2020_HubAVG.csv,1004227,260,Microreactor,1,2.183407957,-7660649.708,-5886288.708,-1771011,0,0,-3350,0,Plastics Materials and Resins,93.34128349,111.2561709
426,3,ERCOT_2020_HubAVG.csv,1004227,291,Microreactor,1,0.466248574,-7660649.708,-5886288.708,-1771011,0,0,-3350,0,Plastics Materials and Resins,430.7278823,521.0045075
431,3,ERCOT_2020_HubAVG.csv,1011974,260,Microreactor,2,12.9954549,-15321299.42,-11772577.42,-3542022,0,0,-6700,7.80E-05,Plastics Materials and Resins,31.36513536,37.38501045
436,3,ERCOT_2020_HubAVG.csv,1011974,291,Microreactor,1,2.775071099,-7660649.708,-5886288.708,-1771011,0,0,-3350,0,Plastics Materials and Resins,72.36796961,87.53563424
441,3,ERCOT_2020_HubAVG.csv,1011708,260,Microreactor,1,0.009692255,-7660649.708,-5886288.708,-1771011,0,0,-3350,0,Plastics Materials and Resins,21027.31475,25063.06358
446,3,ERCOT_2020_HubAVG.csv,1011708,291,Microreactor,1,0.0020697,-7660649.708,-5886288.708,-1771011,0,0,-3350,0,Plastics Materials and Resins,97031.56503,117368.4937
451,3,ERCOT_2020_HubAVG.csv,1003944,260,Microreactor,2,15.66861845,-15495499.42,-11772577.42,-3542022,0,0,-180900,0,Plastics Materials and Resins,26.30982296,31.35943764
456,3,ERCOT_2020_HubAVG.csv,1003944,291,Microreactor,1,3.345902899,-7660649.708,-5886288.708,-1771011,0,0,-3350,0,Plastics Materials and Resins,60.02154487,72.60151178
461,3,ERCOT_2020_HubAVG.csv,1001712,260,Microreactor,1,0.016417494,-7660649.708,-5886288.708,-1771011,0,0,-3350,0,Plastics Materials and Resins,12413.71595,14796.26647
466,3,ERCOT_2020_HubAVG.csv,1001712,291,Microreactor,1,0.003505819,-7660649.708,-5886288.708,-1771011,0,0,-3350,0,Plastics Materials and Resins,57283.69479,69289.83336
471,3,ERCOT_2020_HubAVG.csv,1006120,260,Microreactor,2,15.57532137,-15669699.42,-11772577.42,-3542022,0,0,-355100,0,Plastics Materials and Resins,26.76496638,31.90193622
476,3,ERCOT_2020_HubAVG.csv,1006120,291,Microreactor,1,3.153285603,-7660649.708,-5886288.708,-1771011,0,0,-3350,0,Plastics Materials and Resins,63.68793894,77.03634852
481,3,ERCOT_2020_HubAVG.csv,1006274,260,Microreactor,2,16.41896702,-15669699.42,-11772577.42,-3542022,0,0,-355100,0,Plastics Materials and Resins,25.38971863,30.26273872
486,3,ERCOT_2020_HubAVG.csv,1006274,291,Microreactor,1,3.506021675,-7660649.708,-5886288.708,-1771011,0,0,-3350,0,Plastics Materials and Resins,57.28038203,69.28582628
492,4,ERCOT_2020_HubAVG.csv,1004714,260,PBR-HTGR,1,59.76276209,-41728773.8,-29455942.21,-8000000,0,-4232831.59,-40000,0,Plastics Materials and Resins,18.57582088,22.14105725
496,3,ERCOT_2020_HubAVG.csv,1004714,291,Microreactor,2,12.76183983,-16366499.42,-11772577.42,-3542022,0,0,-1051900,0,Plastics Materials and Resins,33.61997671,40.66641637
501,3,ERCOT_2020_HubAVG.csv,1004621,260,Microreactor,2,22.9482142,-15495499.42,-11772577.42,-3542022,0,0,-180900,0,Plastics Materials and Resins,17.96386307,21.41164707
506,3,ERCOT_2020_HubAVG.csv,1004621,291,Microreactor,1,4.900399906,-7660649.708,-5886288.708,-1771011,0,0,-3350,0,Plastics Materials and Resins,40.98160657,49.57097653
511,3,ERCOT_2020_HubAVG.csv,1006453,260,Microreactor,5,51.29584529,-38477448.54,-29431443.54,-8855055,0,0,-190950,0,Plastics Materials and Resins,19.95570742,23.78578387
516,3,ERCOT_2020_HubAVG.csv,1006453,291,Microreactor,1,10.9538003,-7660649.708,-5886288.708,-1771011,0,0,-3350,0,Plastics Materials and Resins,18.33393484,22.17655992
521,3,ERCOT_2020_HubAVG.csv,1007574,260,Microreactor,1,9.372517676,-7660649.708,-5886288.708,-1771011,0,0,-3350,0,Plastics Materials and Resins,21.74464836,25.91807422
526,3,ERCOT_2020_HubAVG.csv,1007574,291,Microreactor,1,1.476287679,-7660649.708,-5886288.708,-1771011,0,0,-3350,0,Plastics Materials and Resins,136.0346387,164.5462549
531,3,ERCOT_2020_HubAVG.csv,1001710,260,Microreactor,5,49.13652951,-38477448.54,-29431443.54,-8855055,0,0,-190950,0,Plastics Materials and Resins,20.83266545,24.83105546
536,3,ERCOT_2020_HubAVG.csv,1001710,291,Microreactor,1,10.49269641,-7660649.708,-5886288.708,-1771011,0,0,-3350,0,Plastics Materials and Resins,19.13962371,23.15111381
541,3,ERCOT_2020_HubAVG.csv,1006416,260,Microreactor,1,9.50489798,-7660649.708,-5886288.708,-1771011,0,0,-3350,0,Plastics Materials and Resins,21.44179785,25.55709795
546,3,ERCOT_2020_HubAVG.csv,1006416,291,Microreactor,1,2.029691756,-7660649.708,-5886288.708,-1771011,0,0,-3350,0,Plastics Materials and Resins,98.9442167,119.6820197
548,0,ERCOT_2020_HubAVG.csv,1004368,260,iPWR,5,637.4217666,-250617952.4,-171728231.7,-44275000,-1749672.664,-19621047.97,-13244000,0,Plastics Materials and Resins,10.45991946,12.46748002
556,3,ERCOT_2020_HubAVG.csv,1004368,291,Microreactor,1,0,-7657299.708,-5886288.708,-1771011,0,0,0,0,Plastics Materials and Resins,inf,inf
566,3,ERCOT_2020_HubAVG.csv,1004799,450,Microreactor,3,42.44378214,-22985299.13,-17658866.13,-5313033,0,0,-13400,0,Ethyl Alcohol,13.11783168,17.17233991
571,3,ERCOT_2020_HubAVG.csv,1004799,233,Microreactor,2,19.26895631,-15351449.42,-11772577.42,-3542022,0,0,-36850,0,Ethyl Alcohol,21.46458901,25.26298051
576,3,ERCOT_2020_HubAVG.csv,1000352,450,Microreactor,2,29.4315257,-15321299.42,-11772577.42,-3542022,0,0,-6700,0,Ethyl Alcohol,12.60981731,16.50730657
581,3,ERCOT_2020_HubAVG.csv,1000352,233,Microreactor,1,13.36155154,-7660649.708,-5886288.708,-1771011,0,0,-3350,0,Ethyl Alcohol,15.44685594,18.18034439
586,3,ERCOT_2020_HubAVG.csv,1007819,450,Microreactor,3,48.99725062,-22981949.13,-17658866.13,-5313033,0,0,-10050,0,Ethyl Alcohol,11.36164247,14.8733412
591,3,ERCOT_2020_HubAVG.csv,1007819,233,Microreactor,2,22.24415059,-15324649.42,-11772577.42,-3542022,0,0,-10050,0,Ethyl Alcohol,18.56120233,21.84580811
602,3,ERCOT_2020_HubAVG.csv,1010607,450,Microreactor,2,23.88470841,-15334699.42,-11772577.42,-3542022,0,0,-20100,0,Ethyl Alcohol,15.55182264,20.35863785
600,3,ERCOT_2020_HubAVG.csv,1010607,233,Microreactor,1,10.84336455,-7660649.708,-5886288.708,-1771011,0,0,-3350,0,Ethyl Alcohol,19.0341255,22.40242016
606,4,ERCOT_2020_HubAVG.csv,1002076,220,PBR-HTGR,1,15.38744683,-41193082.69,-29455942.21,-8000000,0,-3697140.48,-40000,0,Petrochemicals,72.56164293,84.88894213
615,3,ERCOT_2020_HubAVG.csv,1002613,220,Microreactor,1,11.18391086,-7660649.708,-5886288.708,-1771011,0,0,-3350,0,Petrochemicals,18.56612569,21.72027405
625,4,ERCOT_2020_HubAVG.csv,1005198,220,PBR-HTGR,1,107.8668676,-42531282.65,-29455942.21,-8000000,0,-5035340.436,-40000,0,Petrochemicals,10.68734409,12.50298777
634,3,ERCOT_2020_HubAVG.csv,1004829,220,Microreactor,1,12.47345761,-7660649.708,-5886288.708,-1771011,0,0,-3350,0,Petrochemicals,16.64669903,19.47476123
644,3,ERCOT_2020_HubAVG.csv,1001870,220,Microreactor,1,14.18102639,-7660649.708,-5886288.708,-1771011,0,0,-3350,0,Petrochemicals,14.64223315,17.12976212
654,3,ERCOT_2020_HubAVG.csv,1005675,220,Microreactor,1,9.10069706,-7660649.708,-5886288.708,-1771011,0,0,-3350,0,Petrochemicals,22.81604292,26.69219809
664,3,ERCOT_2020_HubAVG.csv,1006797,220,Microreactor,1,9.826788865,-7660649.708,-5886288.708,-1771011,0,0,-3350,0,Petrochemicals,21.13018785,24.71993772
674,3,ERCOT_2020_HubAVG.csv,1006967,220,Microreactor,2,26.53005634,-15321299.42,-11772577.42,-3542022,0,0,-6700,0,Petrochemicals,15.65333236,18.31263422
685,4,ERCOT_2020_HubAVG.csv,1004880,220,PBR-HTGR,3,424.8654662,-132321652.5,-88367826.63,-24000000,0,-19833825.88,-120000,0,Petrochemicals,8.441679559,9.875813427
696,1,ERCOT_2020_HubAVG.csv,1007542,600,HTGR,3,932.8842183,-429311236,-297363829,-80688000,0,-51013407.07,-246000,0,Petroleum Refineries,10.28231641,14.59277553
700,0,ERCOT_2020_HubAVG.csv,1007936,220,iPWR,4,588.4861227,-188628000,-137382585.4,-35420000,-1283056.677,-14388357.96,-154000,0,Petroleum Refineries,8.687990012,10.16396889
705,1,ERCOT_2020_HubAVG.csv,1007936,600,HTGR,1,38.21295269,-130102819.4,-99121276.32,-26896000,0,-4003543.08,-82000,0,Petroleum Refineries,76.0716027,107.9616478
713,1,ERCOT_2020_HubAVG.csv,1007959,600,HTGR,1,301.4844093,-142585509.7,-99121276.32,-26896000,0,-16486233.33,-82000,0,Petroleum Refineries,10.5671285,14.99698396
721,4,ERCOT_2020_HubAVG.csv,1004370,220,PBR-HTGR,1,164.4614565,-45173178.42,-29455942.21,-8000000,0,-7677236.213,-40000,0,Petroleum Refineries,7.445020465,8.709834644
723,1,ERCOT_2020_HubAVG.csv,1004370,600,HTGR,1,12.87466456,-129888845.3,-99121276.32,-26896000,0,-3789568.992,-82000,0,Petroleum Refineries,225.4147798,319.9111127
730,4,ERCOT_2020_HubAVG.csv,1006062,220,PBR-HTGR,1,154.7773696,-44721114.92,-29455942.21,-8000000,0,-7225172.707,-40000,0,Petroleum Refineries,7.831672887,9.162174389
732,1,ERCOT_2020_HubAVG.csv,1006062,600,HTGR,1,112.8103573,-132268145.5,-99121276.32,-26896000,0,-6168869.154,-82000,0,Petroleum Refineries,26.19707144,37.17916936
739,4,ERCOT_2020_HubAVG.csv,1007458,220,PBR-HTGR,4,676.1998337,-181549498.4,-117823768.8,-32000000,0,-31565729.52,-160000,0,Petroleum Refineries,7.277284816,8.513602844
741,1,ERCOT_2020_HubAVG.csv,1007458,600,HTGR,6,1793.148629,-855061364.3,-594727657.9,-161376000,0,-98055706.35,-902000,0,Petroleum Refineries,10.65436203,15.12078673
748,3,ERCOT_2020_HubAVG.csv,1005743,220,Microreactor,4,63.44393575,-30642598.83,-23545154.83,-7084044,0,0,-13400,0,Petroleum Refineries,13.09136278,15.31541862
758,4,ERCOT_2020_HubAVG.csv,1009067,220,PBR-HTGR,1,110.3716345,-42648207.84,-29455942.21,-8000000,0,-5152265.63,-40000,0,Petroleum Refineries,10.47352059,12.25283837
763,4,ERCOT_2020_HubAVG.csv,1007002,220,PBR-HTGR,4,617.898773,-178827942.7,-117823768.8,-32000000,0,-28844173.82,-160000,0,Petroleum Refineries,7.844538997,9.177226287
772,4,ERCOT_2020_HubAVG.csv,1009066,220,PBR-HTGR,5,850.4996682,-227181942.8,-147279711.1,-40000000,0,-39702231.71,-200000,0,Petroleum Refineries,7.2401746,8.470188075
777,4,ERCOT_2020_HubAVG.csv,1006301,220,PBR-HTGR,2,290.3352263,-88545042.48,-58911884.42,-16000000,0,-13553158.05,-80000,0,Petroleum Refineries,8.26635206,9.670700019
779,1,ERCOT_2020_HubAVG.csv,1006301,600,HTGR,2,411.3059511,-274690216.1,-198242552.6,-53792000,0,-22491663.49,-164000,0,Petroleum Refineries,14.92191812,21.17734886
787,4,ERCOT_2020_HubAVG.csv,1002657,220,PBR-HTGR,1,188.1339882,-46278237.46,-29455942.21,-8000000,0,-8782295.248,-40000,0,Petroleum Refineries,6.667437094,7.80014976
789,1,ERCOT_2020_HubAVG.csv,1002657,600,HTGR,2,426.1761922,-275503373.5,-198242552.6,-53792000,0,-23304820.84,-164000,0,Petroleum Refineries,14.44389063,20.49892703
798,1,ERCOT_2020_HubAVG.csv,1005585,600,HTGR,1,324.9003454,-143865975.8,-99121276.32,-26896000,0,-17766699.5,-82000,0,Petroleum Refineries,9.89360068,14.04110593
806,4,ERCOT_2020_HubAVG.csv,1003564,220,PBR-HTGR,2,376.1481318,-92550880.44,-58911884.42,-16000000,0,-17558996.02,-80000,0,Petroleum Refineries,6.669158275,7.802163347
808,1,ERCOT_2020_HubAVG.csv,1003564,600,HTGR,1,107.2296597,-131962973.2,-99121276.32,-26896000,0,-5863696.88,-82000,0,Petroleum Refineries,27.4968927,39.02388986
815,3,ERCOT_2020_HubAVG.csv,1008310,220,Microreactor,4,60.42885208,-30662698.83,-23545154.83,-7084044,0,0,-33500,0,Petroleum Refineries,13.75356904,16.0901253
818,1,ERCOT_2020_HubAVG.csv,1008310,600,HTGR,1,284.6008574,-141662257.3,-99121276.32,-26896000,0,-15562981.03,-82000,0,Petroleum Refineries,11.12152669,15.78379192
826,4,ERCOT_2020_HubAVG.csv,1006961,220,PBR-HTGR,2,322.7798684,-90059592.98,-58911884.42,-16000000,0,-15067708.55,-80000,0,Petroleum Refineries,7.56263114,8.847425876
828,1,ERCOT_2020_HubAVG.csv,1006961,600,HTGR,1,23.79480829,-129888845.3,-99121276.32,-26896000,0,-3789568.992,-82000,0,Petroleum Refineries,121.9652473,173.0944085
835,3,ERCOT_2020_HubAVG.csv,1004213,220,Microreactor,1,0.279911482,-7660649.708,-5886288.708,-1771011,0,0,-3350,0,Petroleum Refineries,741.8127102,867.8372441
838,1,ERCOT_2020_HubAVG.csv,1004213,600,HTGR,1,0.46488795,-129888845.3,-99121276.32,-26896000,0,-3789568.992,-82000,0,Petroleum Refineries,6242.664879,8859.658046
845,4,ERCOT_2020_HubAVG.csv,1005903,220,PBR-HTGR,1,138.3737872,-43955378.2,-29455942.21,-8000000,0,-6459435.986,-40000,0,Petroleum Refineries,8.61008765,10.07283191
847,1,ERCOT_2020_HubAVG.csv,1005903,600,HTGR,1,140.2264769,-133767355.8,-99121276.32,-26896000,0,-7668079.496,-82000,0,Petroleum Refineries,21.31407917,30.24917349
852,1,ERCOT_2020_HubAVG.csv,1008110,600,HTGR,2,451.6512679,-276896440.7,-198242552.6,-53792000,0,-24697888.04,-164000,0,Petroleum Refineries,13.69810826,19.44050457
857,1,ERCOT_2020_HubAVG.csv,1005992,600,HTGR,2,500.8575007,-279587211.5,-198242552.6,-53792000,0,-27388658.81,-164000,0,Petroleum Refineries,12.47238693,17.70094748
862,1,ERCOT_2020_HubAVG.csv,1006444,600,HTGR,1,5.894232224,-129888845.3,-99121276.32,-26896000,0,-3789568.992,-82000,0,Petroleum Refineries,492.369416,698.7760423
867,1,ERCOT_2020_HubAVG.csv,1004130,600,HTGR,1,70.12928878,-130556000.5,-99121276.32,-26896000,0,-4456724.167,-82000,0,Petroleum Refineries,41.59526136,59.03244835
872,1,ERCOT_2020_HubAVG.csv,1008938,600,HTGR,2,562.1461278,-282938690.3,-198242552.6,-53792000,0,-30740137.62,-164000,0,Petroleum Refineries,11.24577966,15.96013308
877,1,ERCOT_2020_HubAVG.csv,1006959,600,HTGR,1,263.2930762,-140497072.5,-99121276.32,-26896000,0,-14397796.22,-82000,0,Petroleum Refineries,11.92269108,16.92081315
885,4,ERCOT_2020_HubAVG.csv,1004024,150,PBR-HTGR,1,5.238965663,-41193082.69,-29455942.21,-8000000,0,-3697140.48,-40000,0,Paperboard Mills,220.018902,249.3286208
886,0,ERCOT_2020_HubAVG.csv,1004024,275,iPWR,1,0.595840968,-44557333.8,-34345646.35,-8855000,-107923.2,-1210264.255,-38500,0,Paperboard Mills,1975.388754,2371.276669
894,3,ERCOT_2020_HubAVG.csv,1004024,200,Microreactor,1,1.395069959,-7660649.708,-5886288.708,-1771011,0,0,-3350,0,Paperboard Mills,150.2159732,174.1257542
899,3,ERCOT_2020_HubAVG.csv,1004024,505,Microreactor,1,6.462582808,-7660649.708,-5886288.708,-1771011,0,0,-3350,0,Paperboard Mills,27.89648817,37.58831661
902,1,ERCOT_2020_HubAVG.csv,1004024,800,HTGR,1,4.849412704,-129888845.3,-99121276.32,-26896000,0,-3789568.992,-82000,0,Paperboard Mills,531.3251289,849.3292934
907,1,ERCOT_2020_HubAVG.csv,1002303,800,HTGR,1,7.467767539,-129888845.3,-99121276.32,-26896000,0,-3789568.992,-82000,0,"Paper Mills, except Newsprint",345.0314725,551.5367537
914,3,ERCOT_2020_HubAVG.csv,1002303,275,Microreactor,1,0.563454997,-7660649.708,-5886288.708,-1771011,0,0,-3350,0,"Paper Mills, except Newsprint",359.1452368,431.12158
919,3,ERCOT_2020_HubAVG.csv,1002303,200,Microreactor,1,1.319243191,-7660649.708,-5886288.708,-1771011,0,0,-3350,0,"Paper Mills, except Newsprint",158.8500081,184.1340629
924,3,ERCOT_2020_HubAVG.csv,1002303,505,Microreactor,1,6.111319587,-7660649.708,-5886288.708,-1771011,0,0,-3350,0,"Paper Mills, except Newsprint",29.49990789,39.74879816
929,3,ERCOT_2020_HubAVG.csv,1002303,150,Microreactor,1,6.388349341,-7660649.708,-5886288.708,-1771011,0,0,-3350,0,"Paper Mills, except Newsprint",33.5550738,38.02509784
934,4,ERCOT_2020_HubAVG.csv,1006891,260,PBR-HTGR,2,334.9918852,-90629662.95,-58911884.42,-16000000,0,-15637778.53,-80000,0,Other Basic Organic Chemicals,7.197457858,8.578857836
944,4,ERCOT_2020_HubAVG.csv,1007438,260,PBR-HTGR,6,1053.558752,-274676899.6,-176735653.3,-48000000,0,-49181246.33,-760000,0,Other Basic Organic Chemicals,6.935957611,8.267168142
954,4,ERCOT_2020_HubAVG.csv,1006867,260,PBR-HTGR,1,141.8400619,-44117187.6,-29455942.21,-8000000,0,-6621245.384,-40000,0,Other Basic Organic Chemicals,8.27469433,9.86284709
964,4,ERCOT_2020_HubAVG.csv,1001934,260,PBR-HTGR,2,275.0800647,-87832915.26,-58911884.42,-16000000,0,-12841030.84,-80000,0,Other Basic Organic Chemicals,8.494566736,10.12491936
974,4,ERCOT_2020_HubAVG.csv,1003382,260,PBR-HTGR,3,427.0398276,-132422501.3,-88367826.63,-24000000,0,-19934674.66,-120000,0,Other Basic Organic Chemicals,8.249667761,9.833017201
983,3,ERCOT_2020_HubAVG.csv,1002884,260,Microreactor,3,44.879613,-22981949.13,-17658866.13,-5313033,0,0,-10050,0,Other Basic Organic Chemicals,13.62325257,16.23794809
994,4,ERCOT_2020_HubAVG.csv,1002190,260,PBR-HTGR,1,113.1384348,-42777365.03,-29455942.21,-8000000,0,-5281422.82,-40000,0,Other Basic Organic Chemicals,10.05881721,11.98939466
1004,4,ERCOT_2020_HubAVG.csv,1001705,260,PBR-HTGR,5,875.5642757,-228351985.4,-147279711.1,-40000000,0,-40872274.33,-200000,0,Other Basic Organic Chemicals,6.938407634,8.270088395
