,Unnamed: 0,LMPType,Facility ID,Temperature Req,Generator,Modules,Facility Demand,Profit,Annualized Capital Cost,Fixed Cost,Variable Cost,Fuel Cost,Start-Up Cost,Electric Wholesale Revenues,Industry,NGBE_Cost,Energy Breakeven Price [$/GJ]
286,2,SPP_2021_HubAVG.csv,1001913,200,iMSR,12,3.507243199,121932727.7,-557816828.7,-143820000,-6735299.754,-142545884,-3313500,976164240.2,"Paper Mills, except Newsprint",-951.0446482,-1102.42182
291,2,SPP_2021_HubAVG.csv,1001913,505,iMSR,12,16.24710607,118229709.7,-557816828.7,-143820000,-6735077.284,-142541175.6,-3243000,972385791.3,"Paper Mills, except Newsprint",-171.2539742,-230.7512172
295,1,SPP_2021_HubAVG.csv,1006813,800,HTGR,1,8.061012841,-50739571.27,-99121276.32,-26896000,0,-17881394.5,-82000,93241099.55,"Paper Mills, except Newsprint",124.8633051,199.5954208
301,2,SPP_2021_HubAVG.csv,1006813,275,iMSR,12,0.608216303,122860265.9,-557816828.7,-143820000,-6735077.284,-142541175.6,-3243000,977016347.5,"Paper Mills, except Newsprint",-5336.01615,-6405.407835
306,2,SPP_2021_HubAVG.csv,1006813,200,iMSR,12,1.424044903,122618705.3,-557816828.7,-143820000,-6735077.284,-142541175.6,-3243000,976774786.9,"Paper Mills, except Newsprint",-2355.48065,-2730.401007
311,2,SPP_2021_HubAVG.csv,1006813,505,iMSR,12,6.596807599,121025314.7,-557816828.7,-143820000,-6735755.386,-142555527,-3313500,975266925.8,"Paper Mills, except Newsprint",-431.7501072,-581.7492018
316,2,SPP_2021_HubAVG.csv,1006813,150,iMSR,12,6.895844814,120998547,-557816828.7,-143820000,-6735077.284,-142541175.6,-3243000,975154628.6,"Paper Mills, except Newsprint",-490.9914472,-556.3986515
320,1,SPP_2021_HubAVG.csv,1006052,800,HTGR,1,20.70739862,-54472688.35,-99121276.32,-26896000,0,-17881394.5,-82000,89507982.47,"Paper Mills, except Newsprint",52.18322451,83.41548101
326,2,SPP_2021_HubAVG.csv,1006052,275,iMSR,12,1.562406324,122446062.3,-557816828.7,-143820000,-6735786.687,-142556189.4,-3384000,976758867.1,"Paper Mills, except Newsprint",-2070.210833,-2485.102053
331,2,SPP_2021_HubAVG.csv,1006052,200,iMSR,12,3.658134037,121895433.6,-557816828.7,-143820000,-6735755.386,-142555527,-3313500,976137044.6,"Paper Mills, except Newsprint",-911.5370396,-1056.625811
336,2,SPP_2021_HubAVG.csv,1006052,505,iMSR,12,16.94609936,118022743.1,-557816828.7,-143820000,-6735077.284,-142541175.6,-3243000,972178824.8,"Paper Mills, except Newsprint",-163.9026619,-220.8459041
341,2,SPP_2021_HubAVG.csv,1006052,150,iMSR,12,17.71427614,117795291.8,-557816828.7,-143820000,-6735077.284,-142541175.6,-3243000,971951373.5,"Paper Mills, except Newsprint",-186.0740342,-210.8618028
346,2,SPP_2021_HubAVG.csv,1006425,149,iMSR,12,226.645519,56433648.44,-557816828.7,-143820000,-6753916.53,-142939889.4,-3243000,911007283.1,Wet Corn Milling,-6.970544172,-7.89558629
351,2,SPP_2021_HubAVG.csv,1006425,50,iMSR,12,91.84472296,95881295.59,-557816828.7,-143820000,-6729968.981,-142433063.5,-3313500,949994656.8,Wet Corn Milling,-30.52013945,-33.10343633
355,1,SPP_2021_HubAVG.csv,1006575,850,HTGR,1,67.96983701,-67892186.74,-99121276.32,-26896000,0,-17877740.41,-82000,76084829.99,Nitrogenous Fertilizers,19.18858391,31.67356601
361,2,SPP_2021_HubAVG.csv,1006575,260,iMSR,12,34.3352785,113158333,-557816828.7,-143820000,-6735656.366,-142553431.3,-3243000,967327249.4,Nitrogenous Fertilizers,-87.67767389,-104.5055511
365,1,SPP_2021_HubAVG.csv,1005867,850,HTGR,1,33.07588821,-57852343.24,-99121276.32,-26896000,0,-17899070.48,-82000,86146003.56,Nitrogenous Fertilizers,33.60073643,55.46293295
371,2,SPP_2021_HubAVG.csv,1005867,260,iMSR,12,16.70843837,118303774.5,-557816828.7,-143820000,-6735077.284,-142541175.6,-3172500,972389356.1,Nitrogenous Fertilizers,-188.3674214,-224.5205684
375,1,SPP_2021_HubAVG.csv,1002170,850,HTGR,1,21.19547781,-54439503.99,-99121276.32,-26896000,0,-17881394.5,-82000,89541166.83,Nitrogenous Fertilizers,49.34126792,81.44498382
381,2,SPP_2021_HubAVG.csv,1002170,260,iMSR,12,10.70699394,120030412.3,-557816828.7,-143820000,-6735077.284,-142541175.6,-3172500,974115993.9,Nitrogenous Fertilizers,-298.24062,-355.4816062
385,1,SPP_2021_HubAVG.csv,1005788,850,HTGR,1,124.1654701,-84032592.44,-99121276.32,-26896000,0,-17936380.92,-82000,60003064.8,Nitrogenous Fertilizers,13.0012851,21.4605238
391,2,SPP_2021_HubAVG.csv,1005788,260,iMSR,12,62.72276323,104861929.8,-557816828.7,-143820000,-6726149.081,-142352219.1,-3243000,958820126.7,Nitrogenous Fertilizers,-44.47702354,-53.01344856
395,1,SPP_2021_HubAVG.csv,1006037,850,HTGR,1,87.57529625,-73523640.59,-99121276.32,-26896000,0,-17895293.26,-82000,70470928.99,Nitrogenous Fertilizers,16.12815711,26.62188367
401,2,SPP_2021_HubAVG.csv,1006037,260,iMSR,12,44.23906717,110375986.7,-557816828.7,-143820000,-6736219.293,-142565345.1,-3172500,964486879.8,Nitrogenous Fertilizers,-66.3760938,-79.11558271
405,1,SPP_2021_HubAVG.csv,1002275,850,HTGR,2,411.1068246,-215130569.4,-198242552.6,-53792000,0,-36206043.24,-164000,73274026.43,Nitrogenous Fertilizers,10.05279433,16.59360827
411,2,SPP_2021_HubAVG.csv,1002275,260,iMSR,12,207.6725196,56433081.87,-557816828.7,-143820000,-6614296.787,-139984977.2,-3595500,908264684.5,Nitrogenous Fertilizers,-7.229325659,-8.616841989
415,1,SPP_2021_HubAVG.csv,1002407,850,HTGR,2,273.0564927,-175784076.5,-198242552.6,-53792000,0,-34902605.96,-574000,111727082.1,Nitrogenous Fertilizers,12.36705753,20.41363838
421,2,SPP_2021_HubAVG.csv,1002407,260,iMSR,12,137.935754,82777722.77,-557816828.7,-143820000,-6696400.292,-141722615.8,-3172500,936006067.5,Nitrogenous Fertilizers,-15.96539523,-19.02961555
426,2,SPP_2021_HubAVG.csv,1001704,177,iMSR,12,42.88283715,111091255.8,-557816828.7,-143820000,-6735763.211,-142555692.6,-3243000,965262540.3,Alkalies and Chlorine,-71.61343852,-82.14663129
441,2,SPP_2021_HubAVG.csv,1003779,450,iMSR,12,80.69004756,100502878.7,-557816828.7,-143820000,-6736542.873,-142572193.4,-3172500,954620943.6,Ethyl Alcohol,-30.17063848,-39.49589168
446,2,SPP_2021_HubAVG.csv,1003779,233,iMSR,12,36.63229151,112813523.5,-557816828.7,-143820000,-6735479.411,-142549686.3,-3172500,966908017.9,Ethyl Alcohol,-82.97140811,-97.65409741
451,2,SPP_2021_HubAVG.csv,1004765,450,iMSR,12,66.01456408,104737065.2,-557816828.7,-143820000,-6748373.586,-142822578.6,-3243000,959187846,Ethyl Alcohol,-38.43143594,-50.30996715
456,2,SPP_2021_HubAVG.csv,1004765,233,iMSR,12,29.93637587,114698011.4,-557816828.7,-143820000,-6735155.947,-142542840.5,-3172500,968785336.5,Ethyl Alcohol,-103.2257504,-121.4926649
461,2,SPP_2021_HubAVG.csv,1003096,450,iMSR,12,40.10941622,111834963,-557816828.7,-143820000,-6735656.399,-142553432,-3172500,965933380.1,Ethyl Alcohol,-67.53940467,-88.41473516
466,2,SPP_2021_HubAVG.csv,1003096,233,iMSR,12,18.20918282,117994066.6,-557816828.7,-143820000,-6735077.284,-142541175.6,-3172500,972079648.2,Ethyl Alcohol,-174.5826559,-205.4769477
471,2,SPP_2021_HubAVG.csv,1002047,450,iMSR,12,35.08537818,113178375.9,-557816828.7,-143820000,-6735399.95,-142548004.5,-3243000,967341609.1,Ethyl Alcohol,-78.13817549,-102.2894135
476,2,SPP_2021_HubAVG.csv,1002047,233,iMSR,12,15.92759407,118635193.9,-557816828.7,-143820000,-6735077.284,-142541175.6,-3172500,972720775.5,Ethyl Alcohol,-200.6756826,-236.1874181
481,2,SPP_2021_HubAVG.csv,1002082,450,iMSR,12,21.75742833,116926508.2,-557816828.7,-143820000,-6735077.284,-142541175.6,-3243000,971082589.8,Ethyl Alcohol,-130.17614,-170.4114657
486,2,SPP_2021_HubAVG.csv,1002082,233,iMSR,12,9.849621972,120343106.5,-557816828.7,-143820000,-6735077.284,-142541175.6,-3172500,974428688.1,Ethyl Alcohol,-329.1796951,-387.4316074
491,2,SPP_2021_HubAVG.csv,1012036,450,iMSR,12,9.963014269,120311243.2,-557816828.7,-143820000,-6735077.284,-142541175.6,-3172500,974396824.8,Ethyl Alcohol,-292.5104817,-382.9207097
496,2,SPP_2021_HubAVG.csv,1012036,233,iMSR,12,4.523004332,121707613.2,-557816828.7,-143820000,-6735755.386,-142555527,-3313500,975949224.3,Ethyl Alcohol,-724.9734887,-853.2653995
501,2,SPP_2021_HubAVG.csv,1005369,450,iMSR,12,35.11227423,113241306.4,-557816828.7,-143820000,-6735401.225,-142548031.5,-3172500,967334067.8,Ethyl Alcohol,-78.12173536,-102.267892
506,2,SPP_2021_HubAVG.csv,1005369,233,iMSR,12,15.94054167,118631555.6,-557816828.7,-143820000,-6735077.284,-142541175.6,-3172500,972717137.2,Ethyl Alcohol,-200.5065358,-235.9883389
511,2,SPP_2021_HubAVG.csv,1002962,450,iMSR,12,58.71893101,106762526.4,-557816828.7,-143820000,-6749477.081,-142845932.9,-3243000,961237765.1,Ethyl Alcohol,-44.04196349,-57.65461744
516,2,SPP_2021_HubAVG.csv,1002962,233,iMSR,12,0.229834006,122906612.3,-557816828.7,-143820000,-6735299.754,-142545884,-3313500,977138124.7,Ethyl Alcohol,-14407.62327,-16957.20825
521,2,SPP_2021_HubAVG.csv,1003282,450,iMSR,12,29.19503862,114906665,-557816828.7,-143820000,-6735120.341,-142542086.9,-3172500,968993200.9,Ethyl Alcohol,-95.33714381,-124.8043029
526,2,SPP_2021_HubAVG.csv,1003282,233,iMSR,12,9.651604217,120328249.5,-557816828.7,-143820000,-6735077.284,-142541175.6,-3243000,974484331.1,Ethyl Alcohol,-335.8918587,-395.3315611
531,2,SPP_2021_HubAVG.csv,1005278,450,iMSR,12,3.182610909,122076880.8,-557816828.7,-143820000,-6735299.754,-142545884,-3313500,976308393.2,Ethyl Alcohol,-929.1286415,-1216.307179
536,2,SPP_2021_HubAVG.csv,1005278,233,iMSR,12,1.444866302,122564445.8,-557816828.7,-143820000,-6735108.585,-142541838.1,-3313500,976791721.2,Ethyl Alcohol,-2285.431594,-2689.863468
541,2,SPP_2021_HubAVG.csv,1001723,450,iMSR,12,30.46355985,114549631.9,-557816828.7,-143820000,-6735181.302,-142543377.1,-3172500,968637519,Ethyl Alcohol,-91.08335453,-119.2357366
546,2,SPP_2021_HubAVG.csv,1001723,233,iMSR,12,13.83008239,119224595.5,-557816828.7,-143820000,-6735077.284,-142541175.6,-3172500,973310177.1,Ethyl Alcohol,-232.2589582,-273.3596964
551,2,SPP_2021_HubAVG.csv,1005353,450,iMSR,12,74.4495118,102150540.3,-557816828.7,-143820000,-6740231.802,-142650265.9,-3243000,956420866.7,Ethyl Alcohol,-33.23569652,-43.50830927
555,2,SPP_2021_HubAVG.csv,1005353,233,iMSR,12,33.79916488,113610863.7,-557816828.7,-143820000,-6735339.022,-142546715.1,-3172500,967702246.5,Ethyl Alcohol,-90.56184777,-106.5877476
560,2,SPP_2021_HubAVG.csv,1002909,450,iMSR,12,18.56637907,117893694.3,-557816828.7,-143820000,-6735077.284,-142541175.6,-3172500,971979275.9,Ethyl Alcohol,-153.8116867,-201.3523751
564,2,SPP_2021_HubAVG.csv,1002909,233,iMSR,12,8.428908287,120671827.6,-557816828.7,-143820000,-6735077.284,-142541175.6,-3243000,974827909.2,Ethyl Alcohol,-385.7144819,-453.970837
569,2,SPP_2021_HubAVG.csv,1005476,450,iMSR,12,19.7748145,117483623.4,-557816828.7,-143820000,-6735077.284,-142541175.6,-3243000,971639705.1,Ethyl Alcohol,-143.9099708,-188.3902001
574,2,SPP_2021_HubAVG.csv,1005476,233,iMSR,12,8.977523148,120517666.6,-557816828.7,-143820000,-6735077.284,-142541175.6,-3243000,974673748.2,Ethyl Alcohol,-361.6808912,-425.6842421
579,2,SPP_2021_HubAVG.csv,1002148,450,iMSR,12,23.94405914,116382564.1,-557816828.7,-143820000,-6735077.284,-142541175.6,-3172500,970468145.7,Ethyl Alcohol,-117.7378539,-154.1287079
584,2,SPP_2021_HubAVG.csv,1002148,233,iMSR,12,10.87030906,119985793,-557816828.7,-143820000,-6735077.284,-142541175.6,-3243000,974141874.6,Ethyl Alcohol,-297.3851769,-350.0107049
589,2,SPP_2021_HubAVG.csv,1006662,450,iMSR,12,19.47137459,117568890.2,-557816828.7,-143820000,-6735077.284,-142541175.6,-3243000,971724971.8,Ethyl Alcohol,-146.2587232,-191.4649135
594,2,SPP_2021_HubAVG.csv,1006662,233,iMSR,12,8.839765151,120556376.6,-557816828.7,-143820000,-6735077.284,-142541175.6,-3243000,974712458.2,Ethyl Alcohol,-367.4352708,-432.4569216
599,2,SPP_2021_HubAVG.csv,1004039,450,iMSR,12,21.74667868,117000028.8,-557816828.7,-143820000,-6735077.284,-142541175.6,-3172500,971085610.4,Ethyl Alcohol,-130.3223798,-170.6029059
604,2,SPP_2021_HubAVG.csv,1004039,233,iMSR,12,9.872725291,120336614.4,-557816828.7,-143820000,-6735077.284,-142541175.6,-3172500,974422196,Ethyl Alcohol,-328.3916601,-386.5041211
609,2,SPP_2021_HubAVG.csv,1006030,450,iMSR,12,35.62476246,113097078.5,-557816828.7,-143820000,-6735427.322,-142548583.9,-3172500,967190418.4,Ethyl Alcohol,-76.89983007,-100.6683157
614,2,SPP_2021_HubAVG.csv,1006030,233,iMSR,12,16.17320504,118566177.1,-557816828.7,-143820000,-6735077.284,-142541175.6,-3172500,972651758.7,Ethyl Alcohol,-197.5131922,-232.4652908
619,2,SPP_2021_HubAVG.csv,1002349,450,iMSR,12,19.66065308,117586202.8,-557816828.7,-143820000,-6735077.284,-142541175.6,-3172500,971671784.5,Ethyl Alcohol,-144.8719805,-189.6495512
624,2,SPP_2021_HubAVG.csv,1002349,233,iMSR,12,8.925695262,120532230.2,-557816828.7,-143820000,-6735077.284,-142541175.6,-3243000,974688311.8,Ethyl Alcohol,-363.8249854,-428.207757
629,2,SPP_2021_HubAVG.csv,1011656,450,iMSR,12,21.8321553,116976009.9,-557816828.7,-143820000,-6735077.284,-142541175.6,-3172500,971061591.5,Ethyl Alcohol,-129.7854963,-169.9000804
634,2,SPP_2021_HubAVG.csv,1011656,233,iMSR,12,9.911530627,120255210.1,-557816828.7,-143820000,-6735077.284,-142541175.6,-3243000,974411291.7,Ethyl Alcohol,-326.8846727,-384.730456
639,2,SPP_2021_HubAVG.csv,1006672,450,iMSR,12,42.68976988,111108800.4,-557816828.7,-143820000,-6735785.594,-142556166.3,-3172500,965210081,Ethyl Alcohol,-63.04499516,-82.53117684
644,2,SPP_2021_HubAVG.csv,1006672,233,iMSR,12,19.38063173,117594389,-557816828.7,-143820000,-6735077.284,-142541175.6,-3243000,971750470.6,Ethyl Alcohol,-163.4745136,-192.4030994
649,2,SPP_2021_HubAVG.csv,1004103,450,iMSR,12,6.855670202,121052133.2,-557816828.7,-143820000,-6735755.386,-142555527,-3313500,975293744.2,Ethyl Alcohol,-427.70911,-559.9070331
654,2,SPP_2021_HubAVG.csv,1004103,233,iMSR,12,3.112390153,122165771.3,-557816828.7,-143820000,-6735077.284,-142541175.6,-3243000,976321852.9,Ethyl Alcohol,-1057.515866,-1244.654752
659,2,SPP_2021_HubAVG.csv,1001677,450,iMSR,12,24.16978179,116248635.9,-557816828.7,-143820000,-6735077.284,-142541175.6,-3243000,970404717.5,Ethyl Alcohol,-116.5040725,-152.5135847
664,2,SPP_2021_HubAVG.csv,1001677,233,iMSR,12,10.97278437,119956997.4,-557816828.7,-143820000,-6735077.284,-142541175.6,-3243000,974113079,Ethyl Alcohol,-294.5371804,-346.6587245
