FACILITY_ID,Industry
"1,006,067",Nitrogenous Fertilizers
"1,006,067",Nitrogenous Fertilizers
"1,006,100",Nitrogenous Fertilizers
"1,006,100",Nitrogenous Fertilizers
"1,006,100",Nitrogenous Fertilizers
"1,006,100",Nitrogenous Fertilizers
"1,006,100",Nitrogenous Fertilizers
"1,004,058",Nitrogenous Fertilizers
"1,004,058",Nitrogenous Fertilizers
"1,004,058",Nitrogenous Fertilizers
"1,004,058",Nitrogenous Fertilizers
"1,004,058",Nitrogenous Fertilizers
"1,006,272",Nitrogenous Fertilizers
"1,006,272",Nitrogenous Fertilizers
"1,006,272",Nitrogenous Fertilizers
"1,006,272",Nitrogenous Fertilizers
"1,006,272",Nitrogenous Fertilizers
"1,002,790",Nitrogenous Fertilizers
"1,002,790",Nitrogenous Fertilizers
"1,002,790",Nitrogenous Fertilizers
"1,002,790",Nitrogenous Fertilizers
"1,002,790",Nitrogenous Fertilizers
"1,005,035",Nitrogenous Fertilizers
"1,005,035",Nitrogenous Fertilizers
"1,005,035",Nitrogenous Fertilizers
"1,005,035",Nitrogenous Fertilizers
"1,005,035",Nitrogenous Fertilizers
"1,002,146",Petrochemicals
"1,002,146",Petrochemicals
"1,002,146",Petrochemicals
"1,002,146",Petrochemicals
"1,002,146",Petrochemicals
"1,003,655",Petrochemicals
"1,003,655",Petrochemicals
"1,003,655",Petrochemicals
"1,003,655",Petrochemicals
"1,003,655",Petrochemicals
"1,006,543",Petrochemicals
"1,006,543",Petrochemicals
"1,006,543",Petrochemicals
"1,006,543",Petrochemicals
"1,006,543",Petrochemicals
"1,007,909",Petrochemicals
"1,007,909",Petrochemicals
"1,007,909",Petrochemicals
"1,007,909",Petrochemicals
"1,007,909",Petrochemicals
"1,002,758",Petrochemicals
"1,002,758",Petrochemicals
"1,002,758",Petrochemicals
"1,002,758",Petrochemicals
"1,002,758",Petrochemicals
"1,004,957",Petrochemicals
"1,004,957",Petrochemicals
"1,004,957",Petrochemicals
"1,004,957",Petrochemicals
"1,004,957",Petrochemicals
"1,006,565",Petrochemicals
"1,006,565",Petrochemicals
"1,006,565",Petrochemicals
"1,006,565",Petrochemicals
"1,006,565",Petrochemicals
"1,002,859",Petrochemicals
"1,002,859",Petrochemicals
"1,002,859",Petrochemicals
"1,002,859",Petrochemicals
"1,002,859",Petrochemicals
"1,007,562",Petrochemicals
"1,007,562",Petrochemicals
"1,007,562",Petrochemicals
"1,007,562",Petrochemicals
"1,007,562",Petrochemicals
"1,006,275",Petrochemicals
"1,006,275",Petrochemicals
"1,006,275",Petrochemicals
"1,006,275",Petrochemicals
"1,006,275",Petrochemicals
"1,000,342",Petrochemicals
"1,000,342",Petrochemicals
"1,000,342",Petrochemicals
"1,000,342",Petrochemicals
"1,000,342",Petrochemicals
"1,003,991",Petrochemicals
"1,003,991",Petrochemicals
"1,003,991",Petrochemicals
"1,003,991",Petrochemicals
"1,003,991",Petrochemicals
"1,001,962",Petrochemicals
"1,001,962",Petrochemicals
"1,001,962",Petrochemicals
"1,001,962",Petrochemicals
"1,001,962",Petrochemicals
"1,006,621",Petrochemicals
"1,006,621",Petrochemicals
"1,006,621",Petrochemicals
"1,006,621",Petrochemicals
"1,006,621",Petrochemicals
"1,001,936",Petrochemicals
"1,001,936",Petrochemicals
"1,001,936",Petrochemicals
"1,001,936",Petrochemicals
"1,001,936",Petrochemicals
"1,004,389",Petrochemicals
"1,004,389",Petrochemicals
"1,004,389",Petrochemicals
"1,004,389",Petrochemicals
"1,004,389",Petrochemicals
"1,006,827",Petrochemicals
"1,006,827",Petrochemicals
"1,006,827",Petrochemicals
"1,006,827",Petrochemicals
"1,006,827",Petrochemicals
"1,007,750",Petrochemicals
"1,007,750",Petrochemicals
"1,007,750",Petrochemicals
